Episode:,77/40000,,score:,-10,,e:0.15,,time,340,34.8371984959
Episode:,78/40000,,score:,-10,,e:0.15,,time,48,4.9194815159
Episode:,79/40000,,score:,-10,,e:0.15,,time,116,11.8561985493
Episode:,80/40000,,score:,-10,,e:0.14,,time,591,73.6068086624
Episode:,81/40000,,score:,-10,,e:0.14,,time,44,4.4637949467
Episode:,82/40000,,score:,-10,,e:0.13,,time,140,14.2784645557
Episode:,83/40000,,score:,-10,,e:0.13,,time,54,5.5132844448
Episode:,84/40000,,score:,-10,,e:0.13,,time,139,14.2832586765
Episode:,85/40000,,score:,-10,,e:0.13,,time,132,13.4347448349
Episode:,86/40000,,score:,-10,,e:0.13,,time,76,7.7309403419
Episode:,87/40000,,score:,-10,,e:0.12,,time,439,44.6867034435
Episode:,88/40000,,score:,-10,,e:0.12,,time,62,6.3196604252
Episode:,89/40000,,score:,-10,,e:0.12,,time,452,45.8780508041
Episode:,90/40000,,score:,-10,,e:0.11,,time,252,25.7320466042
Episode:,91/40000,,score:,-10,,e:0.11,,time,60,6.1287703514
Episode:,92/40000,,score:,-10,,e:0.11,,time,222,22.8348190784
Episode:,93/40000,,score:,-10,,e:0.11,,time,74,7.5630655289
Episode:,94/40000,,score:,-10,,e:0.11,,time,81,8.3417174816
Episode:,95/40000,,score:,-10,,e:0.11,,time,87,8.9527623653
Episode:,96/40000,,score:,-10,,e:0.1,,time,746,75.9608371258
Episode:,97/40000,,score:,-10,,e:0.1,,time,117,11.9544463158
Episode:,98/40000,,score:,-10,,e:0.092,,time,817,83.6021881104
Episode:,99/40000,,score:,-10,,e:0.09,,time,245,25.1392843723
Episode:,100/40000,,score:,-10,,e:0.089,,time,96,12.2734341621
Episode:,101/40000,,score:,-10,,e:0.088,,time,90,9.2247459888
Episode:,102/40000,,score:,-10,,e:0.087,,time,90,9.1305446625
Episode:,103/40000,,score:,-10,,e:0.087,,time,59,6.024399519
Episode:,104/40000,,score:,-10,,e:0.086,,time,136,13.9537148476
Episode:,105/40000,,score:,-10,,e:0.085,,time,77,7.8993778229
Episode:,106/40000,,score:,-10,,e:0.082,,time,394,41.2200257778
Episode:,107/40000,,score:,-10,,e:0.079,,time,302,31.3780090809
Episode:,108/40000,,score:,-10,,e:0.078,,time,147,15.2479169369
