,Episode,Score,Epsilon
565,565,3.0,1.0
566,566,2.0,1.0
567,567,2.0,1.0
568,568,2.0,1.0
569,569,1.0,1.0
570,570,2.0,1.0
571,571,1.0,1.0
572,572,2.0,1.0
573,573,2.0,1.0
574,574,0.0,1.0
575,575,3.0,1.0
576,576,4.0,1.0
577,577,2.0,1.0
578,578,2.0,1.0
579,579,3.0,1.0
580,580,1.0,1.0
581,581,0.0,1.0
582,582,1.0,1.0
583,583,1.0,1.0
584,584,4.0,1.0
585,585,5.0,1.0
586,586,4.0,1.0
587,587,1.0,1.0
588,588,2.0,1.0
589,589,0.0,1.0
590,590,0.0,1.0
591,591,2.0,1.0
592,592,3.0,1.0
593,593,0.0,1.0
594,594,1.0,1.0
595,595,3.0,1.0
596,596,2.0,1.0
597,597,2.0,1.0
598,598,0.0,1.0
599,599,2.0,1.0
600,600,0.0,1.0
601,601,2.0,1.0
602,602,3.0,1.0
603,603,0.0,1.0
604,604,0.0,1.0
605,605,0.0,1.0
606,606,5.0,1.0
607,607,1.0,1.0
608,608,1.0,1.0
609,609,0.0,1.0
610,610,1.0,1.0
611,611,3.0,1.0
612,612,1.0,1.0
613,613,3.0,1.0
614,614,1.0,1.0
615,615,2.0,1.0
616,616,1.0,1.0
617,617,1.0,1.0
618,618,1.0,1.0
619,619,5.0,1.0
620,620,0.0,1.0
621,621,1.0,1.0
622,622,4.0,1.0
623,623,0.0,1.0
624,624,3.0,1.0
625,625,0.0,1.0
626,626,2.0,1.0
627,627,0.0,1.0
628,628,0.0,1.0
629,629,2.0,1.0
630,630,1.0,1.0
631,631,1.0,1.0
632,632,3.0,1.0
633,633,2.0,1.0
634,634,0.0,1.0
635,635,1.0,1.0
636,636,1.0,1.0
637,637,1.0,1.0
638,638,1.0,1.0
639,639,2.0,1.0
640,640,0.0,1.0
641,641,0.0,1.0
642,642,2.0,1.0
643,643,2.0,1.0
644,644,1.0,1.0
645,645,2.0,1.0
646,646,3.0,1.0
647,647,1.0,1.0
648,648,3.0,1.0
649,649,0.0,1.0
650,650,1.0,1.0
651,651,1.0,1.0
652,652,1.0,1.0
653,653,2.0,1.0
654,654,0.0,1.0
655,655,4.0,1.0
656,656,3.0,1.0
657,657,0.0,1.0
658,658,0.0,1.0
659,659,0.0,1.0
660,660,1.0,1.0
661,661,0.0,1.0
662,662,1.0,1.0
663,663,2.0,1.0
664,664,2.0,1.0
665,665,3.0,1.0
666,666,2.0,1.0
667,667,2.0,1.0
668,668,1.0,1.0
669,669,2.0,1.0
670,670,1.0,1.0
671,671,0.0,1.0
672,672,0.0,1.0
673,673,1.0,1.0
674,674,1.0,1.0
675,675,1.0,1.0
676,676,4.0,1.0
677,677,1.0,1.0
678,678,0.0,1.0
679,679,1.0,1.0
680,680,2.0,1.0
681,681,2.0,1.0
682,682,0.0,1.0
683,683,1.0,1.0
684,684,1.0,1.0
685,685,0.0,1.0
686,686,0.0,1.0
687,687,3.0,1.0
688,688,0.0,1.0
689,689,2.0,1.0
690,690,1.0,1.0
691,691,1.0,1.0
692,692,1.0,1.0
693,693,0.0,1.0
694,694,1.0,1.0
695,695,0.0,1.0
696,696,0.0,1.0
697,697,2.0,1.0
698,698,1.0,1.0
699,699,0.0,1.0
700,700,2.0,1.0
701,701,1.0,1.0
702,702,0.0,1.0
703,703,1.0,1.0
704,704,0.0,1.0
705,705,0.0,1.0
706,706,0.0,1.0
707,707,1.0,1.0
708,708,1.0,1.0
709,709,3.0,1.0
710,710,1.0,1.0
711,711,0.0,1.0
712,712,3.0,1.0
713,713,1.0,1.0
714,714,0.0,1.0
715,715,0.0,1.0
716,716,1.0,1.0
717,717,0.0,1.0
718,718,0.0,1.0
719,719,1.0,1.0
720,720,0.0,1.0
721,721,1.0,1.0
722,722,1.0,1.0
723,723,0.0,1.0
724,724,0.0,1.0
725,725,2.0,1.0
726,726,0.0,1.0
727,727,0.0,1.0
728,728,2.0,1.0
729,729,1.0,1.0
730,730,5.0,1.0
731,731,2.0,1.0
732,732,1.0,1.0
733,733,2.0,1.0
734,734,0.0,1.0
735,735,3.0,1.0
736,736,0.0,1.0
737,737,1.0,1.0
738,738,2.0,1.0
739,739,0.0,1.0
740,740,1.0,1.0
741,741,1.0,1.0
742,742,3.0,1.0
743,743,0.0,1.0
744,744,2.0,1.0
745,745,0.0,1.0
746,746,3.0,1.0
747,747,0.0,1.0
748,748,0.0,1.0
749,749,0.0,1.0
750,750,3.0,1.0
751,751,2.0,1.0
752,752,2.0,1.0
753,753,5.0,1.0
754,754,0.0,1.0
755,755,1.0,1.0
756,756,0.0,1.0
757,757,3.0,1.0
758,758,0.0,1.0
759,759,0.0,1.0
760,760,2.0,1.0
761,761,0.0,1.0
762,762,2.0,1.0
763,763,2.0,1.0
764,764,0.0,1.0
765,765,0.0,1.0
766,766,1.0,1.0
767,767,1.0,1.0
768,768,3.0,1.0
769,769,3.0,1.0
770,770,0.0,1.0
771,771,0.0,1.0
772,772,0.0,1.0
773,773,2.0,1.0
774,774,0.0,1.0
775,775,1.0,1.0
776,776,2.0,1.0
777,777,0.0,1.0
778,778,2.0,1.0
779,779,4.0,1.0
780,780,0.0,1.0
781,781,5.0,1.0
782,782,0.0,1.0
783,783,3.0,1.0
784,784,0.0,1.0
785,785,0.0,1.0
786,786,0.0,1.0
787,787,1.0,1.0
788,788,1.0,1.0
789,789,0.0,1.0
790,790,1.0,1.0
791,791,0.0,1.0
792,792,3.0,1.0
793,793,0.0,1.0
794,794,1.0,1.0
795,795,1.0,1.0
796,796,0.0,1.0
797,797,0.0,1.0
798,798,0.0,1.0
799,799,0.0,1.0
800,800,2.0,1.0
